2229,なす,8.8,0.44,0.04,2.04,7.2,0.12
585,なすのもみ漬け,9.64,0.5,0.05,2.22,8.95,0.16
7149,きゅうりの簡単ピクルス,7,0.5,0.05,1.5,13,0.15
3309,きゅうりのわさびじょうゆあえ,7,0.5,0.05,1.5,13,0.15
3839,きゅうり,7,0.5,0.05,1.5,13,0.15
1031,きゅうり,7,0.5,0.05,1.5,13,0.15
8480,うずらの卵の水煮,17.9,1.26,1.31,0.03,6,0.31
5051,カリフラワー,10.8,1.2,0.04,2.08,9.6,0.24
9212,レンチンキャベツスープ,12,0.42,0.06,2.83,13.5,0.1
8028,簡単　夏のこんぶ浅漬け,8.09,0.56,0.07,1.73,18,0.16
1665,べろべろ,21.14,1.72,1.44,0.04,7.14,0.25
8757,トマト,16.53,0.61,0.09,4.09,6.09,0.17
7947,かんたんスープ,18,0.54,0.18,3.96,7.2,0.3
2519,卵スープ,22.65,1.84,1.55,0.04,7.65,0.27
4264,卵のコンソメ寒天よせ,22.65,1.84,1.55,0.04,7.65,0.27
4709,かにと卵白のスープ,26.19,1.27,0.97,2.91,7.69,0.21
8522,キャベツ,11.5,0.65,0.1,2.6,21.5,0.15
3993,キャベツ,11.5,0.65,0.1,2.6,21.5,0.15
4269,ごぼうとにんじんのスープ,17.21,0.3,0.04,4.22,12.96,0.1
7677,キャベツのスープ,18.5,0.5,0.05,4.4,10.5,0.1
